500;-1.44;-0.89;;;;
1500;-1.2;-0.65;;;;
2500;-1.14;-0.59;;;;
3500;-1.24;-0.69;;;;
4500;-1.22;-0.67;;;;
5500;-1.39;-0.84;;;;
6500;-1.44;-0.89;;;;
7500;-1.43;-0.88;3;11.לאי;ÿםג.72;‘‡-440
8500;-1.42;-0.87;;;;
9500;-1.18;-0.63;;;;
10500;-1.26;-0.71;;;;
11500;-1.2;-0.65;;;;
12500;-1.27;-0.72;;;;
13500;-1.38;-0.83;;;;
14500;-1.49;-0.94;;;;
