432000;-1.44;-0.89;6.7;11.5;1.72;‘Š‡-440
433000;-1.2;-0.65;;;;
434000;-1.14;-0.59;;;;
435000;-1.24;-0.69;;;;
436000;-1.22;-0.67;;;;
437000;-1.39;-0.84;;;;
438000;-1.44;-0.89;;;;
438500;-1.6;-1.05;6.7;11.5;1.72;‘Š‡-440
439000;-1.43;-0.88;;;;
440000;-1.42;-0.87;;;;
441000;-1.18;-0.63;;;;
442000;-1.26;-0.71;6.7;11.5;1.72;‘Š‡-440
443000;-1.2;-0.65;;;;
444000;-1.27;-0.72;;;;
445000;-1.38;-0.83;;;;
